Tweet text,labels,hashtag,cleaned_text,tokenized_lemmatized_text
@user  NO greater wrath than a woman scorned. ,0,[],no greater wrath woman scorned ,"['no', 'greater', 'wrath', 'woman', 'scorned']"
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime ",0,"['tmobile', 'stores', 'original', 'note7', 'customer', 'results', 'terrible', 'customerservice', '2hour', 'waittime']", zero what s going guys ,"['zero', 'what', 's', 'going', 'guy']"
Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @user And FOUR #CongressCritters tomorrow? ,3,['CongressCritters'],nasty nasty chilly rain damper afternoon cigar this not good thing and four tomorrow ,"['nasty', 'nasty', 'chilly', 'rain', 'damper', 'afternoon', 'cigar', 'this', 'not', 'good', 'thing', 'and', 'four', 'tomorrow']"
18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU... ,3,[], nmichael carrick struck net delight pressure man u fanz mou ,"['nmichael', 'carrick', 'struck', 'net', 'delight', 'pressure', 'man', 'u', 'fanz', 'mou']"
"I'm onto you, @user I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits. ",1,[],i m you i know secretly pine masculine order objective morality disciplined transcendent pursuits ,"['i', 'm', 'you', 'i', 'know', 'secretly', 'pine', 'masculine', 'order', 'objective', 'morality', 'disciplined', 'transcendent', 'pursuit']"
Literally dying &amp; living at the same time as I catch up on @user 's twitter. If you aren't following him your life is BASIC. #hilarity ,1,['hilarity'],literally dying amp living time i catch s twitter if aren t following life basic ,"['literally', 'dying', 'amp', 'living', 'time', 'i', 'catch', 's', 'twitter', 'if', 'aren', 't', 'following', 'life', 'basic']"
Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO ,3,['GBBO'],mary astounded concept having leftover milk end cereal,"['mary', 'astounded', 'concept', 'having', 'leftover', 'milk', 'end', 'cereal']"
Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo ,0,"['THREAT', 'GLOBAL', 'STABILITY', 'climatechange', 'food', 'water', 'security', 'terrorism', 'russia', 'war', 'trump', 'clinton', 'geopolitics', 'korea']",biggest vwo,"['biggest', 'vwo']"
@user @user You certainly wouldn't catch me with the multitude.  ,2,[],you certainly wouldn t catch multitude ,"['you', 'certainly', 'wouldn', 't', 'catch', 'multitude']"
@user can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria ,0,"['Aleppo', 'Syria']",indignant wants world knows obama putin wants,"['indignant', 'want', 'world', 'know', 'obama', 'putin', 'want']"
"When's it all finished, you will discover that it was never random! #thoughts  #CrossoverLife ",2,"['thoughts', 'CrossoverLife']",when s finished discover random ,"['when', 's', 'finished', 'discover', 'random']"
@user LMAO Is it that 'so slutty' hater girl? That video was hilarious. 😂 ,1,[],lmao is so slutty hater girl that video hilarious ,"['lmao', 'is', 'so', 'slutty', 'hater', 'girl', 'that', 'video', 'hilarious']"
@user so you are astounded that I respect blacks to vote like any other human? u talk so down towards them. What bigotry on display! ,0,[],astounded i respect blacks vote like human u talk them what bigotry display ,"['astounded', 'i', 'respect', 'black', 'vote', 'like', 'human', 'u', 'talk', 'them', 'what', 'bigotry', 'display']"
"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista  ",1,['barista'],it s simple i shots espresso grande decaf degrees soy americano extra foam ,"['it', 's', 'simple', 'i', 'shot', 'espresso', 'grande', 'decaf', 'degree', 'soy', 'americano', 'extra', 'foam']"
There goes the butterflies in my stomach.  #anxietyproblems ,3,['anxietyproblems'],there goes butterflies stomach ,"['there', 'go', 'butterfly', 'stomach']"
@user wallah my blood is boiling I need to take a nap ugh ,0,[],wallah blood boiling i need nap ugh,"['wallah', 'blood', 'boiling', 'i', 'need', 'nap', 'ugh']"
@user just had a steak pie supper  ,1,[],steak pie supper,"['steak', 'pie', 'supper']"
"From what I know of the man, I have to assume that @user has had a heated argument with his own penis. #sad ",3,['sad'],from i know man i assume heated argument penis ,"['from', 'i', 'know', 'man', 'i', 'assume', 'heated', 'argument', 'penis']"
I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous ,0,[],i problems expectation private philanthropy replace functional government services this dangerous,"['i', 'problem', 'expectation', 'private', 'philanthropy', 'replace', 'functional', 'government', 'service', 'this', 'dangerous']"
@user @user Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that. ,0,[],meanwhile white cops killing black people but there s outrage that strange society that ,"['meanwhile', 'white', 'cop', 'killing', 'black', 'people', 'but', 'there', 's', 'outrage', 'that', 'strange', 'society', 'that']"
"I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! #happy ",1,['happy'],i took yr school i m proud i got accepted again yo girl going finish ,"['i', 'took', 'yr', 'school', 'i', 'm', 'proud', 'i', 'got', 'accepted', 'again', 'yo', 'girl', 'going', 'finish']"
Feeling worthless as always #depression ,3,['depression'],feeling worthless,"['feeling', 'worthless']"
"Dear everyone at HSSU, stop walking with your phones up so I can smile and wave at you and you can smile and wave back :( ",3,[],dear hssu stop walking phones i smile wave smile wave,"['dear', 'hssu', 'stop', 'walking', 'phone', 'i', 'smile', 'wave', 'smile', 'wave']"
Where's your outrage when a black man kills another black man in the streets? ,0,[],where s outrage black man kills black man streets ,"['where', 's', 'outrage', 'black', 'man', 'kill', 'black', 'man', 'street']"
I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness ,3,"['depression', 'sad', 'sadness']",i feel like singing song human sadness julian cassablancas the voidz sad music ,"['i', 'feel', 'like', 'singing', 'song', 'human', 'sadness', 'julian', 'cassablancas', 'the', 'voidz', 'sad', 'music']"
Another fun fact: i am afraid ,1,[],another fun fact afraid,"['another', 'fun', 'fact', 'afraid']"
@user @user @user you are so wrong for this!needed levity after that recording ,0,[],wrong this needed levity recording,"['wrong', 'this', 'needed', 'levity', 'recording']"
Bring on my interview at hospital tho 🙈🙈 #nervous ,3,['nervous'],bring interview hospital tho,"['bring', 'interview', 'hospital', 'tho']"
@user What if the supposed animosity is all bullshit to con the Iranians? ,0,[],what supposed animosity bullshit iranians ,"['what', 'supposed', 'animosity', 'bullshit', 'iranian']"
@user Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy ,3,"['badkarma', 'unhappy']",reaching again hope contact technical issues i having your cs severely lacking ,"['reaching', 'again', 'hope', 'contact', 'technical', 'issue', 'i', 'having', 'your', 'c', 'severely', 'lacking']"
Val reminds me of one of the cheerful witches that looks after Aurora in Disney’s Sleeping Beauty. #GBBO ,1,['GBBO'],val reminds cheerful witches looks aurora disneys sleeping beauty ,"['val', 'reminds', 'cheerful', 'witch', 'look', 'aurora', 'disney', 'sleeping', 'beauty']"
"@user thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice ",0,"['jk', 'awful', 'residentadvisor', 'poorservice']",thanks getting me exemplary customer service loyal customer,"['thanks', 'getting', 'me', 'exemplary', 'customer', 'service', 'loyal', 'customer']"
@user #Strongwomen terrify #weakmen - don't let the #bully wear you down. Loving your consistency and truth in rough times Hang in there ❤️ ,2,"['Strongwomen', 'weakmen', 'bully']",terrify don t let wear down loving consistency truth rough times hang,"['terrify', 'don', 't', 'let', 'wear', 'down', 'loving', 'consistency', 'truth', 'rough', 'time', 'hang']"
the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.👽 ,3,[],thing twitter remember tweet i m bored comes like dull sad life ,"['thing', 'twitter', 'remember', 'tweet', 'i', 'm', 'bored', 'come', 'like', 'dull', 'sad', 'life']"
"You will never find someone who loved you like I did. And that my love, will be my revenge. ",0,[],you loved like i did and love revenge ,"['you', 'loved', 'like', 'i', 'did', 'and', 'love', 'revenge']"
He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense ,1,"['thebabybombers', 'yankees', 'offense']",he s mixing pretty well using slider pretty affective far,"['he', 's', 'mixing', 'pretty', 'well', 'using', 'slider', 'pretty', 'affective', 'far']"
God knows why you'd wanna go with a girl who's slept with half ya mates #grim ,0,['grim'],god knows you d wanna girl who s slept half ya mates,"['god', 'know', 'you', 'd', 'wanna', 'girl', 'who', 's', 'slept', 'half', 'ya', 'mate']"
Paul forever. Paul should have won! Paul played such a better game! #BB18  ,1,['BB18'],paul forever paul won paul played better game ,"['paul', 'forever', 'paul', 'won', 'paul', 'played', 'better', 'game']"
@user @user I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1.  ,0,['GOTHAM'],i couldn t care i haven t watched mid point season ,"['i', 'couldn', 't', 'care', 'i', 'haven', 't', 'watched', 'mid', 'point', 'season']"
I can't even celebrate my wins or mourn my L's cause first test week is that busy 😕 ,3,[],i can t celebrate wins mourn l s cause test week busy,"['i', 'can', 't', 'celebrate', 'win', 'mourn', 'l', 's', 'cause', 'test', 'week', 'busy']"
You make me breathless. ,1,[],you breathless ,"['you', 'breathless']"
Fuckin restless ,0,[],fuckin restless,"['fuckin', 'restless']"
A hearty welcome to those who followed me. ,1,[],a hearty welcome followed me ,"['a', 'hearty', 'welcome', 'followed', 'me']"
"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks ",0,[],the liberal outrage king saying n word angers me the white yuppie progressives fuck themselves shame blacks,"['the', 'liberal', 'outrage', 'king', 'saying', 'n', 'word', 'anger', 'me', 'the', 'white', 'yuppie', 'progressive', 'fuck', 'themselves', 'shame', 'black']"
Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal ,0,['hesananimal'],nick said he s territorial he ll growl gets close,"['nick', 'said', 'he', 's', 'territorial', 'he', 'll', 'growl', 'get', 'close']"
"because a kitchen sink to you is not a kitchen sink to me, okay friend? ",0,[],kitchen sink kitchen sink me okay friend ,"['kitchen', 'sink', 'kitchen', 'sink', 'me', 'okay', 'friend']"
When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know ,3,[],when burst crying u realize truly knows unhappy don t want know,"['when', 'burst', 'cry', 'u', 'realize', 'truly', 'know', 'unhappy', 'don', 't', 'want', 'know']"
"oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression ",3,['depression'],oh btw month depression free time i got relapse now superb,"['oh', 'btw', 'month', 'depression', 'free', 'time', 'i', 'got', 'relapse', 'now', 'superb']"
"@user Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by... ",1,[],same gaming sites leaned ps heyday leaned gen this gen started vitriolic by ,"['same', 'gaming', 'site', 'leaned', 'p', 'heyday', 'leaned', 'gen', 'this', 'gen', 'started', 'vitriolic', 'by']"
Thought I left that part of life behind me\nIt's back to haunt every girl that loves me ,3,[],thought i left life me nit s haunt girl loves,"['thought', 'i', 'left', 'life', 'me', 'nit', 's', 'haunt', 'girl', 'love']"
"meeting tiff at the mall soon, congrats on getting that L babes❣ ",1,[],meeting tiff mall soon congrats getting l babes,"['meeting', 'tiff', 'mall', 'soon', 'congrats', 'getting', 'l', 'babe']"
Dude go out his way to irritate me🙄🙄 that's why I go out my way to not give up any pussy🙅🏾🅿️ ,0,[],dude way irritate that s i way pussy,"['dude', 'way', 'irritate', 'that', 's', 'i', 'way', 'pussy']"
@user awe yay thank god I was so worried. ,1,[],awe yay thank god i worried ,"['awe', 'yay', 'thank', 'god', 'i', 'worried']"
Watch this amazing live.ly broadcast by @user #lively #musically ,1,"['lively', 'musically']",watch amazing live ly broadcast,"['watch', 'amazing', 'live', 'ly', 'broadcast']"
"Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12 ",2,"['discipline', 'resent', 'Lord', 'Proverbs']",do despise lord s rebuke disciplines loves  ,"['do', 'despise', 'lord', 's', 'rebuke', 'discipline', 'love']"
Close to the end of a revision...taking this story I love in a new direction has been exhilarating for me. #endlesspossibilities #amwriting ,1,"['endlesspossibilities', 'amwriting']",close end revision taking story i love new direction exhilarating me ,"['close', 'end', 'revision', 'taking', 'story', 'i', 'love', 'new', 'direction', 'exhilarating', 'me']"
I look #horrible today and I just saw 6 people ik in the past 10 min :-) ,0,['horrible'],i look today i saw people ik past min,"['i', 'look', 'today', 'i', 'saw', 'people', 'ik', 'past', 'min']"
Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION. ,0,[],everyday gay panic stunning i drew guy s att n blocked toilet stall s cracks w paper towels total incomprehension ,"['everyday', 'gay', 'panic', 'stunning', 'i', 'drew', 'guy', 's', 'att', 'n', 'blocked', 'toilet', 'stall', 's', 'crack', 'w', 'paper', 'towel', 'total', 'incomprehension']"
@user @user because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare ,3,"['clown', 'uspol', 'nightmare']",realistic probability clown president ,"['realistic', 'probability', 'clown', 'president']"
@user @user 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage ,0,['outrage'],unarmed blacks killed white cops that die month chicago wheres,"['unarmed', 'black', 'killed', 'white', 'cop', 'that', 'die', 'month', 'chicago', 'wheres']"
If you really care like you state @user @user then I would seriously address sensitivity training to your employees #awful ,0,['awful'],if care like state i seriously address sensitivity training employees,"['if', 'care', 'like', 'state', 'i', 'seriously', 'address', 'sensitivity', 'training', 'employee']"
"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of -- ",3,[], my teeth sunk vein poor woman accidentally small problem engine outside ,"['my', 'teeth', 'sunk', 'vein', 'poor', 'woman', 'accidentally', 'small', 'problem', 'engine', 'outside']"
"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about . ",0,"['Iraq', 'immigrant']",bilal abood lives mesquite texas sentenced months prison lying feds ,"['bilal', 'abood', 'life', 'mesquite', 'texas', 'sentenced', 'month', 'prison', 'lying', 'fed']"
@user sadly his best days are behind him ,3,[],sadly best days,"['sadly', 'best', 'day']"
@user when you click over and over again for a cupcake but there are no vehicles available... #sadness ,3,['sadness'],click cupcake vehicles available ,"['click', 'cupcake', 'vehicle', 'available']"
Well i did hear once before that girls are attracted to men that look like their dad!  👌  ,1,[],well hear girls attracted men look like dad ,"['well', 'hear', 'girl', 'attracted', 'men', 'look', 'like', 'dad']"
@user sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer? ,2,[],sorry upset u madam if got queries don t hesitate contact pr department in meantime fancy beer ,"['sorry', 'upset', 'u', 'madam', 'if', 'got', 'query', 'don', 't', 'hesitate', 'contact', 'pr', 'department', 'in', 'meantime', 'fancy', 'beer']"
For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary  ,0,"['Trump', 'Hillary']",for years u s averaging terrorist attacks month good debate topic ,"['for', 'year', 'u', 's', 'averaging', 'terrorist', 'attack', 'month', 'good', 'debate', 'topic']"
Having one of those #angry days. I will have to stop watching #news. ,0,"['angry', 'news']",having days i stop watching ,"['having', 'day', 'i', 'stop', 'watching']"
@user May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears  ,1,"['HeroTheGreyhound', 'smiles', 'tears']",may i send copy either e book real paper one a boy greyhound,"['may', 'i', 'send', 'copy', 'either', 'e', 'book', 'real', 'paper', 'one', 'a', 'boy', 'greyhound']"
Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl ,1,[],kayaking merriment sevylor inflatable kayaks eyggjxml,"['kayaking', 'merriment', 'sevylor', 'inflatable', 'kayak', 'eyggjxml']"
"This white lady just told me that I incite suspicion based on how I look, being 6'4', having tatoos, athletic build and wear a durag. WOW! ",1,[],this white lady told i incite suspicion based i look  having tatoos athletic build wear durag wow ,"['this', 'white', 'lady', 'told', 'i', 'incite', 'suspicion', 'based', 'i', 'look', 'having', 'tatoos', 'athletic', 'build', 'wear', 'durag', 'wow']"
"@user -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- -- ",1,[], sylvia elated receive kisses little prince bright smile clear glanced garrett elyse ,"['sylvia', 'elated', 'receive', 'kiss', 'little', 'prince', 'bright', 'smile', 'clear', 'glanced', 'garrett', 'elyse']"
@user #heyday Race war 2016 ,1,['heyday'],race war,"['race', 'war']"
Hell hath no fury like a sound technician scorned'\n\nThat's the quote right ,0,[],hell hath fury like sound technician scorned n nthat s quote right,"['hell', 'hath', 'fury', 'like', 'sound', 'technician', 'scorned', 'n', 'nthat', 's', 'quote', 'right']"
"I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out ",1,[],i love dog playful scratched face flailing paws excitement tore nose ring,"['i', 'love', 'dog', 'playful', 'scratched', 'face', 'flailing', 'paw', 'excitement', 'tore', 'nose', 'ring']"
"myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more. ",1,[],despite absolute delight children i feel having kitten home misery husband feel more ,"['despite', 'absolute', 'delight', 'child', 'i', 'feel', 'having', 'kitten', 'home', 'misery', 'husband', 'feel', 'more']"
@user please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand! ,0,"['horrible', 'negative']",lemon do let report anymore protest he runs away issue hand ,"['lemon', 'do', 'let', 'report', 'anymore', 'protest', 'he', 'run', 'away', 'issue', 'hand']"
. @user @user The problem is the time it has taken to do this means its going to be out of date already. #sadly ,3,['sadly'], the problem time taken means going date already ,"['the', 'problem', 'time', 'taken', 'mean', 'going', 'date', 'already']"
@user im pretty sure cause ever since saturday ive just been super sad lol ,3,[],im pretty sure cause saturday ive super sad lol,"['im', 'pretty', 'sure', 'cause', 'saturday', 'ive', 'super', 'sad', 'lol']"
Best quote from a 7 in German - Almost  ,1,[],best quote german almost,"['best', 'quote', 'german', 'almost']"
Wow what a thought!  #JudgeLynnToler 'I can't have the specter of this morning's problem haunt my afternoon.' Well written! That 1 sentence ,1,['JudgeLynnToler'],wow thought i can t specter morning s problem haunt afternoon well written that sentence,"['wow', 'thought', 'i', 'can', 't', 'specter', 'morning', 's', 'problem', 'haunt', 'afternoon', 'well', 'written', 'that', 'sentence']"
Put my passport in a safe back after getting back from Australia 🌏. Only problem is now I can't remember where the safe is!! #panic 🛂 ,3,['panic'],put passport safe getting australia only problem i can t remember safe is ,"['put', 'passport', 'safe', 'getting', 'australia', 'only', 'problem', 'i', 'can', 't', 'remember', 'safe', 'is']"
if i don't answer your 50 texts pls don't snap me ,0,[],don t answer texts pls don t snap,"['don', 't', 'answer', 'text', 'pls', 'don', 't', 'snap']"
At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice ,3,"['depression', 'healingjustice']",at age i gray is gray bad eyes perspective,"['at', 'age', 'i', 'gray', 'is', 'gray', 'bad', 'eye', 'perspective']"
@user @user because there is a realistic probability that a clown might be their next president. #clown #uspol  ,0,"['clown', 'uspol']",realistic probability clown president ,"['realistic', 'probability', 'clown', 'president']"
Am I the only one with parking sensors who still manages to reverse into things? #nightmare ,0,['nightmare'],am i parking sensors manages reverse things ,"['am', 'i', 'parking', 'sensor', 'manages', 'reverse', 'thing']"
Just feel awkward that I'm being timid to everyone. ,3,[],just feel awkward i m timid everyone ,"['just', 'feel', 'awkward', 'i', 'm', 'timid', 'everyone']"
This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now ,0,[],this provocation sets curiosity an entity feeding fuel fire speaking quatrains hmmm america needs vigilant,"['this', 'provocation', 'set', 'curiosity', 'an', 'entity', 'feeding', 'fuel', 'fire', 'speaking', 'quatrain', 'hmmm', 'america', 'need', 'vigilant']"
Beginning the process to see if working is an option. #mentalhealth #complexptsd #nervous ,3,"['mentalhealth', 'complexptsd', 'nervous']",beginning process working option ,"['beginning', 'process', 'working', 'option']"
whenever I hear concert postponed I think of dismal ticket sales   green day ? ,3,[],i hear concert postponed i think dismal ticket sales green day ,"['i', 'hear', 'concert', 'postponed', 'i', 'think', 'dismal', 'ticket', 'sale', 'green', 'day']"
"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action.  ",2,[],don t let fear hold want be use it s power push goals no fear action ,"['don', 't', 'let', 'fear', 'hold', 'want', 'be', 'use', 'it', 's', 'power', 'push', 'goal', 'no', 'fear', 'action']"
Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim ,0,['grim'],shoutout drunk man bus pissed bottle seats,"['shoutout', 'drunk', 'man', 'bus', 'pissed', 'bottle', 'seat']"
I can never find the exact #emoji that I'm after at the exact moment that I need it #panic ,3,"['emoji', 'panic']",i exact i m exact moment i need,"['i', 'exact', 'i', 'm', 'exact', 'moment', 'i', 'need']"
Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form ,0,[],hell hath fury like late dude who s concur government session keeps expiring submit form,"['hell', 'hath', 'fury', 'like', 'late', 'dude', 'who', 's', 'concur', 'government', 'session', 'keep', 'expiring', 'submit', 'form']"
"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov  #quote ",2,['quote'],the point living optimist foolish believe best come peter ustinov,"['the', 'point', 'living', 'optimist', 'foolish', 'believe', 'best', 'come', 'peter', 'ustinov']"
@user I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly ,0,[],i think it s daunting fact typical offer grades even it s proven case exactly,"['i', 'think', 'it', 's', 'daunting', 'fact', 'typical', 'offer', 'grade', 'even', 'it', 's', 'proven', 'case', 'exactly']"
@user I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice ,0,['poorcustomerservice'],i asked parcel delivered pick store address,"['i', 'asked', 'parcel', 'delivered', 'pick', 'store', 'address']"
Embarrassing lack of defensive depth coming back to haunt us. ,3,[],embarrassing lack defensive depth coming haunt us ,"['embarrassing', 'lack', 'defensive', 'depth', 'coming', 'haunt', 'u']"
@user @user you should force your neighbours to pay that!  Those people have some nerve!!!  #outrage #Victim ,0,"['outrage', 'Victim']",force neighbours pay that those people nerve ,"['force', 'neighbour', 'pay', 'that', 'those', 'people', 'nerve']"
I love when people say they aren't racist right before they say some racist shit... Not how that works...  ,0,[],i love people aren t racist right racist shit not works ,"['i', 'love', 'people', 'aren', 't', 'racist', 'right', 'racist', 'shit', 'not', 'work']"
People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day ,3,[],people stealing things work damper day i going wear pajamas day,"['people', 'stealing', 'thing', 'work', 'damper', 'day', 'i', 'going', 'wear', 'pajama', 'day']"
@user @user awe ain't he a sweetheart? He's adorable! 😊😍❤️ ,1,[],awe ain t sweetheart he s adorable ,"['awe', 'ain', 't', 'sweetheart', 'he', 's', 'adorable']"
Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂 ,1,[],anyway i m car furious white men i funny story tell i m sober,"['anyway', 'i', 'm', 'car', 'furious', 'white', 'men', 'i', 'funny', 'story', 'tell', 'i', 'm', 'sober']"
we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues ,2,[],shiver pause words nabandonment fresh tips tongues,"['shiver', 'pause', 'word', 'nabandonment', 'fresh', 'tip', 'tongue']"
@user I would have almost took offense to this if I actually snapped you ,0,[],i took offense i actually snapped,"['i', 'took', 'offense', 'i', 'actually', 'snapped']"
GUY was such a video I'm shaking @user ,1,[],guy video i m shaking,"['guy', 'video', 'i', 'm', 'shaking']"
@user can't wait to see you Hun #cuddles #gossip  ,1,"['cuddles', 'gossip']",can t wait hun,"['can', 't', 'wait', 'hun']"
"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️ ",3,[],being airport depressing watching loved couples cute people coming holiday too cute hurry november,"['being', 'airport', 'depressing', 'watching', 'loved', 'couple', 'cute', 'people', 'coming', 'holiday', 'too', 'cute', 'hurry', 'november']"
Tweeting from the sporadic wifi on the tube  ,1,[],tweeting sporadic wifi tube,"['tweeting', 'sporadic', 'wifi', 'tube']"
Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage. ,0,[],spurs radio commentator referred mauricio pochettino mopo i felt sudden surge rage ,"['spur', 'radio', 'commentator', 'referred', 'mauricio', 'pochettino', 'mopo', 'i', 'felt', 'sudden', 'surge', 'rage']"
I can't even right now #bb18 #rage ,0,"['bb18', 'rage']",i can t right,"['i', 'can', 't', 'right']"
I forgot #BB18 was on tonight 😳 that is how much the real world has been distracting me #horrid 🙅🏼🙈🙊 ,0,"['BB18', 'horrid']",i forgot tonight real world distracting,"['i', 'forgot', 'tonight', 'real', 'world', 'distracting']"
How had Matty Dawson not scored there!!!!! #terrible ,0,['terrible'],how matty dawson scored there ,"['how', 'matty', 'dawson', 'scored', 'there']"
ICQ is just making me mad!!!😤 #icq  ,0,['icq'],icq making mad ,"['icq', 'making', 'mad']"
"Never fear the want of business. A man who qualifies himself well for his calling, never fails of employment. ",2,[],never fear want business a man qualifies calling fails employment ,"['never', 'fear', 'want', 'business', 'a', 'man', 'qualifies', 'calling', 'fails', 'employment']"
Has anyone noticed that @user stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised #sad ,3,"['surprised', 'sad']",has noticed stories recent days paint positive accomplishments trump challenges hillary ,"['ha', 'noticed', 'story', 'recent', 'day', 'paint', 'positive', 'accomplishment', 'trump', 'challenge', 'hillary']"
I hate when people say 'I need to talk to you or we need to talk.' My anxiety immediately goes up... ,0,[],i hate people i need talk need talk my anxiety immediately goes up ,"['i', 'hate', 'people', 'i', 'need', 'talk', 'need', 'talk', 'my', 'anxiety', 'immediately', 'go', 'up']"
@user I wouldn't fret. There's too many opportunities in life to worry about one not working out. ,2,[],i wouldn t fret there s opportunities life worry working out ,"['i', 'wouldn', 't', 'fret', 'there', 's', 'opportunity', 'life', 'worry', 'working', 'out']"
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color #sad ",3,['sad'],my nephews n cousins near bad guys killed moment cop thought bc color,"['my', 'nephew', 'n', 'cousin', 'near', 'bad', 'guy', 'killed', 'moment', 'cop', 'thought', 'bc', 'color']"
You don't know what to expect by Brendon's video lmao LA devotee video got me shook #panic ,0,['panic'],you don t know expect brendon s video lmao la devotee video got shook,"['you', 'don', 't', 'know', 'expect', 'brendon', 's', 'video', 'lmao', 'la', 'devotee', 'video', 'got', 'shook']"
my mom cut my phone off and I'm so furious 🤗 ,0,[],mom cut phone i m furious,"['mom', 'cut', 'phone', 'i', 'm', 'furious']"
"Going off reports on Sky, Stoke played ok tonight. Think i'll stay off the messageboard tonight though -it will be grim on there :/ ",3,[],going reports sky stoke played ok tonight think i ll stay messageboard tonight it grim,"['going', 'report', 'sky', 'stoke', 'played', 'ok', 'tonight', 'think', 'i', 'll', 'stay', 'messageboard', 'tonight', 'it', 'grim']"
Panpiper playing Big River outside The Bridges in SR1  ,2,[],panpiper playing big river outside the bridges sr,"['panpiper', 'playing', 'big', 'river', 'outside', 'the', 'bridge', 'sr']"
Checked-in for my flight to Toronto. Took seat 3D just to infuriate @user ,0,[],checked in flight toronto took seat d infuriate,"['checked', 'in', 'flight', 'toronto', 'took', 'seat', 'd', 'infuriate']"
Now #India is #afraid of #bad #terrorism. ,3,"['India', 'afraid', 'bad', 'terrorism']",now ,['now']
Forever raging 😏😂😭 ,0,[],forever raging,"['forever', 'raging']"
"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible ",0,"['AmericanAirlines', 'americanairlinessucks', 'AATeam', 'horrible']",how airplane wifi ridiculous ,"['how', 'airplane', 'wifi', 'ridiculous']"
